TABLE_SCHEMA|TABLE_NAME|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|IS_NULLABLE|COLUMN_DEFAULT|IS_PK
dbo|tblSystemParameter|StampProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|DefaultMaxiumOpportunities|int|NULL|NO|NULL|
dbo|tblSystemParameter|DefaultDueDatePeriod|int|NULL|NO|NULL|
dbo|tblSystemParameter|RecognitionAndLanguageAideLevelId|int|NULL|NO|NULL|
dbo|tblSystemParameter|TestingMethodId|int|NULL|NO|NULL|
dbo|tblSystemParameter|CourseMethodId|int|NULL|NO|NULL|
dbo|tblSystemParameter|QualificationWithoutMigrationMethodId|int|NULL|NO|NULL|
dbo|tblSystemParameter|QualificationWithMigrationMethodId|int|NULL|NO|NULL|
dbo|tblSystemParameter|LanguageAideMethodId|int|NULL|NO|NULL|
dbo|tblSystemParameter|RecognitionMethodId|int|NULL|NO|NULL|
dbo|tblSystemParameter|InterpreterCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|LanguageAideCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|TranslatorCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|IntialApplicationFeeProductID|int|NULL|NO|NULL|
dbo|tblSystemParameter|ReninstatementApplicationFeeProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|CourseParaprofessionalAssementFeeProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|CourseProfessionalAssementFeeProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|CourseAdvancedAssementFeeProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|QualificationAsssementFeeProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|QualificationNonCitizenAsssementFeeProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|ScheduledTestProductCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|StandardLetterCorrespondenceCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|DefaultOfficeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|PDListingProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|ParaprofessionalLevelId|int|NULL|NO|NULL|
dbo|tblSystemParameter|ProfessionalLevelId|int|NULL|NO|NULL|
dbo|tblSystemParameter|ReminderCheckInterval|int|NULL|NO|NULL|
dbo|tblSystemParameter|DefaultAccreditationResultDays|int|NULL|NO|NULL|
dbo|tblSystemParameter|PassResultTypeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|ConcededPassResultTypeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|FailResultTypeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|JobStandardLetterCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|TestMaterialPath|varchar|100|NO|NULL|
dbo|tblSystemParameter|ReportXMLPath|varchar|100|NO|NULL|
dbo|tblSystemParameter|NAATINewsProductId|int|NULL|NO|NULL|
dbo|tblSystemParameter|DefaultSubscriptionPeriod|int|NULL|NO|NULL|
dbo|tblSystemParameter|CreateInvitationTimeout|int|NULL|NO|NULL|
dbo|tblSystemParameter|PaymentMethodDirectDeposit|varchar|100|NO|NULL|
dbo|tblSystemParameter|PaymentMethodCashCheque|varchar|50|NO|NULL|
dbo|tblSystemParameter|PaymentMethodAMEX|varchar|50|NO|NULL|
dbo|tblSystemParameter|JournalMemoPrefix|varchar|50|NO|NULL|
dbo|tblSystemParameter|TaxCode|varchar|50|NO|NULL|
dbo|tblSystemParameter|MYOBDirectory|varchar|50|NO|NULL|
dbo|tblSystemParameter|ApplicationStandardLetterCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|ResultStandardLetterCategoryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|HomeContactTypeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|WorkContactTypeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|EnglishLanguageId|int|NULL|NO|NULL|
dbo|tblSystemParameter|AuslanLanguageId|int|NULL|NO|NULL|
dbo|tblSystemParameter|OverseasEventVenueId|int|NULL|NO|NULL|
dbo|tblSystemParameter|OutstandingInvoiceStartDate|varchar|50|NO|NULL|
dbo|tblSystemParameter|AMEXCardTypeId|int|NULL|NO|NULL|
dbo|tblSystemParameter|DefaultCountryId|int|NULL|NO|NULL|
dbo|tblSystemParameter|CurrentFinancialYearId|int|NULL|YES|NULL|
dbo|tblSystemParameter|CertRecStandardLetterCategoryId|int|NULL|YES|NULL|
dbo|tblSystemParameter|CertAccStandardLetterCategoryID|int|NULL|YES|NULL|
dbo|tblSystemParameter|IDAccStandardLetterCategoryID|int|NULL|YES|NULL|
dbo|tblSystemParameter|IDRecStandardLetterCategoryID|int|NULL|YES|NULL|
dbo|tblSystemParameter|StmpStandardLetterCategoryID|int|NULL|YES|NULL|
dbo|tblSystemParameter|EnableApplicationScanCheck|bit|NULL|YES|(0)|
dbo|tblSystemParameter|rptNewZealandCode|int|NULL|YES|NULL|
dbo|tblSystemParameter|MailServerAddress|varchar|200|YES|NULL|
dbo|tblSystemParameter|LDAPServerAddress|varchar|200|YES|NULL|
dbo|tblSystemParameter|StampProductTypeId|int|NULL|YES|NULL|
dbo|tblSystemParameter|CertificateProductTypeId|int|NULL|YES|NULL|
dbo|tblSystemParameter|IDCardProductTypeId|int|NULL|YES|NULL|
dbo|tblSystemParameter|WorkshopProductTypeId|int|NULL|YES|NULL|
dbo|tblSystemParameter|AdvancedLevelId|int|NULL|NO|((4))|
dbo|tblSystemParameter|EligibilityPrerequisiteMandatory|bit|NULL|NO|((1))|
dbo|tblSystemParameter|RevalidationMethodId|int|NULL|YES|NULL|
dbo|tblSystemParameter|DeafInterpreterRecognitionMethodId|int|NULL|YES|NULL|
dbo|tblSystemValue|SystemValueId|int|NULL|NO|NULL|PK
dbo|tblSystemValue|ValueKey|varchar|80|NO|NULL|
dbo|tblSystemValue|Value|nvarchar|-1|NO|NULL|
dbo|tblSystemValue|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblSystemValue|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblSystemValue|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTableData|TableName|varchar|100|NO|NULL|PK
dbo|tblTableData|NextKey|int|NULL|NO|NULL|
dbo|tblTableData|AllocateQuantity|int|NULL|NO|NULL|
dbo|tblTableData|DefaultId|int|NULL|NO|(0)|
dbo|tblTableData|RowVersion|timestamp|NULL|YES|NULL|
dbo|tblTestComponent|TestComponentId|int|NULL|NO|NULL|PK
dbo|tblTestComponent|TestSpecificationId|int|NULL|NO|NULL|
dbo|tblTestComponent|TypeId|int|NULL|NO|NULL|
dbo|tblTestComponent|ComponentNumber|int|NULL|NO|NULL|
dbo|tblTestComponent|Name|nvarchar|100|NO|NULL|
dbo|tblTestComponent|GroupNumber|int|NULL|NO|((1))|
dbo|tblTestComponent|Label|nvarchar|50|YES|NULL|
dbo|tblTestComponent|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestComponent|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestComponent|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestComponentBaseType|TestComponentBaseTypeId|int|NULL|NO|NULL|PK
dbo|tblTestComponentBaseType|Name|nvarchar|255|NO|NULL|
dbo|tblTestComponentBaseType|DisplayName|nvarchar|255|NO|NULL|
dbo|tblTestComponentBaseType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestComponentBaseType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestComponentBaseType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestComponentResult|TestComponentResultId|int|NULL|NO|NULL|PK
dbo|tblTestComponentResult|TestResultId|int|NULL|NO|NULL|
dbo|tblTestComponentResult|Mark|float|NULL|NO|NULL|
dbo|tblTestComponentResult|TypeId|int|NULL|YES|NULL|
dbo|tblTestComponentResult|TotalMarks|int|NULL|YES|NULL|
dbo|tblTestComponentResult|PassMark|float|NULL|YES|NULL|
dbo|tblTestComponentResult|ComponentNumber|int|NULL|YES|((1))|
dbo|tblTestComponentResult|GroupNumber|int|NULL|YES|((1))|
dbo|tblTestComponentResult|MarkingResultTypeId|int|NULL|NO|((1))|
dbo|tblTestComponentType|TestComponentTypeId|int|NULL|NO|NULL|PK
dbo|tblTestComponentType|Name|varchar|50|NO|NULL|
dbo|tblTestComponentType|Description|varchar|500|NO|NULL|
dbo|tblTestComponentType|TestComponentBaseTypeId|int|NULL|NO|((1))|
dbo|tblTestComponentType|Label|nvarchar|50|YES|NULL|
dbo|tblTestComponentType|TestSpecificationId|int|NULL|NO|NULL|
dbo|tblTestComponentType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestComponentType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestComponentType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestComponentType|MinNaatiCommentLength|int|NULL|NO|((0))|
dbo|tblTestComponentType|MinExaminerCommentLength|int|NULL|NO|((0))|
dbo|tblTestComponentType|RoleplayersRequired|bit|NULL|NO|NULL|
dbo|tblTestComponentType|CandidateBriefRequired|bit|NULL|NO|((0))|
dbo|tblTestComponentType|CandidateBriefAvailabilityDays|int|NULL|YES|NULL|
dbo|tblTestComponentType|DefaultMaterialRequestHours|float|NULL|NO|NULL|
dbo|tblTestComponentType|DefaultMaterialRequestDueDays|float|NULL|NO|NULL|
dbo|tblTestComponentTypeStandardMarkingScheme|TestComponentTypeStandardMarkingSchemeId|int|NULL|NO|NULL|PK
dbo|tblTestComponentTypeStandardMarkingScheme|TotalMarks|int|NULL|NO|NULL|
dbo|tblTestComponentTypeStandardMarkingScheme|PassMark|real|NULL|NO|NULL|
dbo|tblTestComponentTypeStandardMarkingScheme|TestComponentTypeId|int|NULL|YES|NULL|
dbo|tblTestComponentTypeStandardMarkingScheme|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestComponentTypeStandardMarkingScheme|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestComponentTypeStandardMarkingScheme|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestLocation|TestLocationId|int|NULL|NO|NULL|PK
dbo|tblTestLocation|OfficeId|int|NULL|NO|NULL|
dbo|tblTestLocation|CountryId|int|NULL|YES|NULL|
dbo|tblTestLocation|Name|nvarchar|500|NO|NULL|
dbo|tblTestLocation|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestLocation|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestLocation|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestLocation|Inactive|bit|NULL|NO|((0))|
dbo|tblTestMaterial|TestMaterialId|int|NULL|NO|NULL|PK
dbo|tblTestMaterial|LanguageId|int|NULL|YES|NULL|
dbo|tblTestMaterial|Available|bit|NULL|NO|NULL|
dbo|tblTestMaterial|Title|nvarchar|255|NO|NULL|
dbo|tblTestMaterial|Notes|nvarchar|1000|YES|NULL|
dbo|tblTestMaterial|TestComponentTypeId|int|NULL|NO|((1))|
dbo|tblTestMaterial|SkillId|int|NULL|YES|NULL|
dbo|tblTestMaterial|TestMaterialTypeId|int|NULL|NO|NULL|
dbo|tblTestMaterial|TestMaterialDomainId|int|NULL|NO|NULL|
dbo|tblTestMaterialAttachment|TestMaterialAttachmentId|int|NULL|NO|NULL|PK
dbo|tblTestMaterialAttachment|StoredFileId|int|NULL|NO|NULL|
dbo|tblTestMaterialAttachment|TestMaterialId|int|NULL|NO|NULL|
dbo|tblTestMaterialAttachment|Title|nvarchar|255|YES|NULL|
dbo|tblTestMaterialAttachment|Deleted|bit|NULL|NO|NULL|
dbo|tblTestMaterialAttachment|ExaminerToolsDownload|bit|NULL|NO|((0))|
dbo|tblTestMaterialAttachment|MergeDocument|bit|NULL|NO|((0))|
dbo|tblTestMaterialDomain|TestMaterialDomainId|int|NULL|NO|NULL|PK
dbo|tblTestMaterialDomain|DisplayName|nvarchar|255|NO|NULL|
dbo|tblTestMaterialDomain|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestMaterialDomain|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestMaterialDomain|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestMaterialLink|TestMaterialLinkId|int|NULL|NO|NULL|PK
dbo|tblTestMaterialLink|FromTestMaterialId|int|NULL|NO|NULL|
dbo|tblTestMaterialLink|ToTestMaterialId|int|NULL|NO|NULL|
dbo|tblTestMaterialLink|TestMaterialLinkTypeId|int|NULL|NO|NULL|
dbo|tblTestMaterialLinkType|TestMaterialLinkTypeId|int|NULL|NO|NULL|PK
dbo|tblTestMaterialLinkType|Name|nvarchar|255|NO|NULL|
dbo|tblTestMaterialLinkType|DisplayName|nvarchar|255|NO|NULL|
dbo|tblTestMaterialLinkType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestMaterialLinkType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestMaterialLinkType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestMaterialType|TestMaterialTypeId|int|NULL|NO|NULL|PK
dbo|tblTestMaterialType|Name|nvarchar|255|NO|NULL|
dbo|tblTestMaterialType|DisplayName|nvarchar|255|NO|NULL|
dbo|tblTestMaterialType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestMaterialType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestMaterialType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestResult|TestResultId|int|NULL|NO|NULL|PK
dbo|tblTestResult|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult|ResultChecked|bit|NULL|NO|((0))|
dbo|tblTestResult|AllowCalculate|bit|NULL|NO|((0))|
dbo|tblTestResult|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult|EligibleForConcededPass|bit|NULL|NO|((0))|
dbo|tblTestResult|EligibleForSupplementary|bit|NULL|NO|((0))|
dbo|tblTestResult|AllowIssue|bit|NULL|NO|((1))|
dbo|tblTestResult|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_044842|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_044842|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_044842|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_044842|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_044842|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_044842|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_044842|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_045331|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_045331|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_045331|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_045331|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_045331|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_045331|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_045331|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054120|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054120|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054120|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054120|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054120|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054120|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054120|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054533|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054533|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054533|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054533|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054533|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_054533|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_054533|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055252|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055252|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055252|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055252|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055252|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055252|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055252|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055314|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055314|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055314|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055314|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055314|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_055314|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_055314|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060300|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060300|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060300|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060300|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060300|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060300|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060300|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060312|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|TestSittingId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|CurrentJobId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060312|ResultTypeId|int|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|CommentsGeneral|varchar|500|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|ThirdExaminerRequired|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|ReviewInvoiceLineId|int|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060312|ProcessedDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060312|SatDate|datetime|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060312|ResultChecked|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|AllowCalculate|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|IncludePreviousMarks|bit|NULL|YES|NULL|
dbo|tblTestResult_Backup_20250807_060312|EligibleForConcededPass|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|EligibleForSupplementary|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|AllowIssue|bit|NULL|NO|NULL|
dbo|tblTestResult_Backup_20250807_060312|AutomaticIssuingExaminer|bit|NULL|YES|NULL|
dbo|tblTestResultEligibilityType|TestResultEligibilityTypeId|int|NULL|NO|NULL|PK
dbo|tblTestResultEligibilityType|Name|nvarchar|50|NO|NULL|
dbo|tblTestResultEligibilityType|DisplayName|nvarchar|50|NO|NULL|
dbo|tblTestResultEligibilityType|ModifiedByNaati|bit|NULL|NO|NULL|
dbo|tblTestResultEligibilityType|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestResultEligibilityType|ModifiedUser|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult|TestResultRubricTestComponentResultId|int|NULL|NO|NULL|PK
dbo|tblTestResultRubricTestComponentResult|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult|RubricTestComponentResultId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult|ModifiedUserId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult|ModifiedDate|datetime|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult_Backup_20250807_054533|TestResultRubricTestComponentResultId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult_Backup_20250807_054533|TestResultId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult_Backup_20250807_054533|RubricTestComponentResultId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult_Backup_20250807_054533|ModifiedUserId|int|NULL|NO|NULL|
dbo|tblTestResultRubricTestComponentResult_Backup_20250807_054533|ModifiedDate|datetime|NULL|NO|NULL|
