FK_Name|ParentTable|ParentColumn|ReferencedTable|ReferencedColumn
FK_MaterialRequest_ProductSpecification|tblMaterialRequest|ProductSpecificationId|tblProductSpecification|ProductSpecificationId
FK_MaterialRequest_SourceTestMaterial|tblMaterialRequest|SourceMaterialId|tblTestMaterial|TestMaterialId
FK_MaterialRequest_TestMaterial|tblMaterialRequest|OutputMaterialId|tblTestMaterial|TestMaterialId
FK_MaterialRequest_UserCreated|tblMaterialRequest|CreatedByUserId|tblUser|UserId
FK_MaterialRequest_UserStatusChange|tblMaterialRequest|StatusChangeUserId|tblUser|UserId
MaterialRequestEmailMessag_EmailMessage|tblMaterialRequestEmailMessage|EmailMessageId|tblEmailMessage|EmailMessageId
MaterialRequestEmailMessage_MaterialRequest|tblMaterialRequestEmailMessage|MaterialRequestId|tblMaterialRequest|MaterialRequestId
FK_MaterialRequestNote_MaterialRequest|tblMaterialRequestNote|MaterialRequestId|tblMaterialRequest|MaterialRequestId
FK_MaterialRequestNote_Note|tblMaterialRequestNote|NoteId|tblNote|NoteId
FK_MaterialRequestPanelMembership_MaterialRequest|tblMaterialRequestPanelMembership|MaterialRequestId|tblMaterialRequest|MaterialRequestId
FK_MaterialRequestPanelMembership_MaterialRequestPanelMembershipType|tblMaterialRequestPanelMembership|MaterialRequestPanelMembershipTypeId|tblMaterialRequestPanelMembershipType|MaterialRequestPanelMembershipTypeId
FK_MaterialRequestPanelMembership_PanelMembership|tblMaterialRequestPanelMembership|PanelMembershipId|tblPanelMembership|PanelMembershipId
FK_MaterialRequestPanelMembershipTask_MaterialRequestPanelMembership|tblMaterialRequestPanelMembershipTask|MaterialRequestPanelMembershipId|tblMaterialRequestPanelMembership|MaterialRequestPanelMembershipId
FK_MaterialRequestPanelMembershipTask_MaterialRequestTaskType|tblMaterialRequestPanelMembershipTask|MaterialRequestTaskTypeId|tblMaterialRequestTaskType|MaterialRequestTaskTypeId
FK_MaterialRequestPanelMembershipType_User|tblMaterialRequestPanelMembershipType|ModifiedUser|tblUser|UserId
FK_MaterialRequestPayroll_ApprovedByUser|tblMaterialRequestPayroll|ApprovedByUserId|tblUser|UserId
FK_MaterialRequestPayroll_MaterialRequestPanelMembership|tblMaterialRequestPayroll|MaterialRequestPanelMembershipId|tblMaterialRequestPanelMembership|MaterialRequestPanelMembershipId
FK_MaterialRequestPayroll_PaidByUser|tblMaterialRequestPayroll|PaidByUserId|tblUser|UserId
FK_MaterialRequestPublicNote_MaterialRequest|tblMaterialRequestPublicNote|MaterialRequestId|tblMaterialRequest|MaterialRequestId
FK_MaterialRequestPublicNote_Note|tblMaterialRequestPublicNote|NoteId|tblNote|NoteId
FK_MaterialRequestRound_MaterialRequest|tblMaterialRequestRound|MaterialRequestId|tblMaterialRequest|MaterialRequestId
FK_MaterialRequestRound_MaterialRequestRoundStatusType|tblMaterialRequestRound|MaterialRequestRoundStatusTypeId|tblMaterialRequestRoundStatusType|MaterialRequestRoundStatusTypeId
FK_MaterialRequestRound_ModifiedUser|tblMaterialRequestRound|ModifiedUserId|tblUser|UserId
FK_MaterialRequestRoundAttachment_MaterialRequestRound|tblMaterialRequestRoundAttachment|MaterialRequestRoundId|tblMaterialRequestRound|MaterialRequestRoundId
FK_MaterialRequestRoundAttachment_StoredFile|tblMaterialRequestRoundAttachment|StoredFileId|tblStoredFile|StoredFileId
FK_MaterialRequestRoundLink_MaterialRequestRound|tblMaterialRequestRoundLink|MaterialRequestRoundId|tblMaterialRequestRound|MaterialRequestRoundId
FK_MaterialRequestRoundLink_Person|tblMaterialRequestRoundLink|PersonId|tblPerson|PersonId
FK_MaterialRequestRoundLink_User|tblMaterialRequestRoundLink|UserId|tblUser|UserId
FK_MaterialRequestRoundStatusType_User|tblMaterialRequestRoundStatusType|ModifiedUser|tblUser|UserId
FK_MaterialRequestStatusType_User|tblMaterialRequestStatusType|ModifiedUser|tblUser|UserId
FK_MaterialRequestTaskType_User|tblMaterialRequestTaskType|ModifiedUser|tblUser|UserId
FK_User_aspnetUsers|tblMyNaatiUser|AspUserId|aspnet_Users|UserId
FK_tblNote_tblPerson|tblNote|PersonId|tblPerson|PersonId
FK_tblNote_tblUser|tblNote|UserId|tblUser|UserId
FK_NoteAttachment_Note|tblNoteAttachment|NoteId|tblNote|NoteId
FK_NoteAttachment_StoredFile|tblNoteAttachment|StoredFileId|tblStoredFile|StoredFileId
FK_Notification_NotificationType|tblNotification|NotificationTypeId|tblNotificationType|NotificationTypeId
FK_NotificationFrom_User|tblNotification|FromUserId|tblUser|UserId
FK_NotificationTo_User|tblNotification|ToUserId|tblUser|UserId
FK_NotificationType_User|tblNotificationType|ModifiedUser|tblUser|UserId
FK_ODAddressVisibilityType_User|tblODAddressVisibilityType|ModifiedUser|tblUser|UserId
FK_tblOffice_tblInstitution|tblOffice|InstitutionId|tblInstitution|InstitutionId
FK_tblOffice_tluState|tblOffice|StateId|tluState|StateId
Order_OrderItem|tblOrderItem|OrderID|tblOrder|OrderID
FK_tblPanel_tblLanguage|tblPanel|LanguageId|tblLanguage|LanguageId
FK_tblPanel_tluPanelType|tblPanel|PanelTypeId|tluPanelType|PanelTypeId
FK_PanelMembership_PanelRole|tblPanelMembership|PanelRoleId|tblPanelRole|PanelRoleId
FK_tblPanelMembership_tblPanel|tblPanelMembership|PanelId|tblPanel|PanelId
FK_tblPanelMembership_tblPerson|tblPanelMembership|PersonId|tblPerson|PersonId
PanelMemberShipCoordinatorCredentialType_CredentialType|tblPanelMemberShipCoordinatorCredentialType|CredentialTypeId|tblCredentialType|CredentialTypeId
PanelMemberShipCoordinatorCredentialType_PanelMemberShip|tblPanelMemberShipCoordinatorCredentialType|PanelMembershipId|tblPanelMembership|PanelMembershipId
PanelMemberShipCredentialType_CredentialType|tblPanelMemberShipCredentialType|CredentialTypeId|tblCredentialType|CredentialTypeId
PanelMemberShipCredentialType_PanelMemberShip|tblPanelMemberShipCredentialType|PanelMemberShipId|tblPanelMembership|PanelMembershipId
PanelMemberShipMaterialCredentialType_CredentialType|tblPanelMemberShipMaterialCredentialType|CredentialTypeId|tblCredentialType|CredentialTypeId
PanelMemberShipMaterialCredentialType_PanelMemberShip|tblPanelMemberShipMaterialCredentialType|PanelMemberShipId|tblPanelMembership|PanelMembershipId
FK_tblPanelNote_tblNote|tblPanelNote|NoteId|tblNote|NoteId
FK_tblPanelNote_tblPanel|tblPanelNote|PanelId|tblPanel|PanelId
FK_PanelRole_PanelRoleCategory|tblPanelRole|PanelRoleCategoryId|tblPanelRoleCategory|PanelRoleCategoryId
FK_PanelRole_User|tblPanelRole|ModifiedUser|tblUser|UserId
FK_PanelRoleCategory_User|tblPanelRoleCategory|ModifiedUser|tblUser|UserId
FK_PaymentMethodType_User|tblPaymentMethodType|ModifiedUser|tblUser|UserId
FK_tblPayroll_tblUser|tblPayroll|ModifiedUserId|tblUser|UserId
FK_tblPayroll_tluPayrollStatus|tblPayroll|PayrollStatusId|tluPayrollStatus|PayrollStatusId
FK_PdPointsLimitType_User|tblPdPointsLimitType|ModifiedUser|tblUser|UserId
FK_tblPerson_tblCountry|tblPerson|BirthCountryId|tblCountry|CountryId
FK_tblPerson_tblEntity|tblPerson|EntityId|tblEntity|EntityId
FK_tblPerson_tblInstitution|tblPerson|SponsorInstitutionId|tblInstitution|InstitutionId
FK_tblPersonAccessBlock_tblPerson|tblPersonAccessBlock|PersonId|tblPerson|PersonId
FK_tblPersonAccessBlock_tblUser|tblPersonAccessBlock|UserId|tblUser|UserId
FK_tblPersonAccessBlock_tluAccessDisabledType|tblPersonAccessBlock|AccessDisabledTypeId|tluAccessDisabledType|AccessDisabledTypeId
PersonAttachment_Person|tblPersonAttachment|PersonId|tblPerson|PersonId
PersonAttachment_StoredFile|tblPersonAttachment|StoredFileId|tblStoredFile|StoredFileId
FK_tblPersonImage_tblPerson|tblPersonImage|PersonId|tblPerson|PersonId
FK_tblPersonName_tblPerson|tblPersonName|PersonId|tblPerson|PersonId
FK_tblPersonName_tluTitle1|tblPersonName|TitleId|tluTitle|TitleId
FK_tblPhone_tblEntity|tblPhone|EntityId|tblEntity|EntityId
FK_tblPostcode_tblSuburb|tblPostcode|SuburbId|tblSuburb|SuburbId
FK_ProductSpecification_User|tblProductSpecification|ModifiedUser|tblUser|UserId
FK_tblProductSpecification_tblGLCode1|tblProductSpecification|GLCodeId|tblGLCode|GLCodeId
FK_tblProductSpecification_tluJobType|tblProductSpecification|JobTypeId|tluJobType|JobTypeId
FK_tblProductSpecification_tluProductCategory|tblProductSpecification|ProductCategoryId|tluProductCategory|ProductCategoryId
FK_ProfessionalDevelopmentActivity_Person|tblProfessionalDevelopmentActivity|PersonId|tblPerson|PersonId
FK_ProfessionalDevelopmentActivity_ProfessionalDevelopmentCategory|tblProfessionalDevelopmentActivity|ProfessionalDevelopmentCategoryId|tblProfessionalDevelopmentCategory|ProfessionalDevelopmentCategoryId
FK_ProfessionalDevelopmentActivity_ProfessionalDevelopmentRequirement|tblProfessionalDevelopmentActivity|ProfessionalDevelopmentRequirementId|tblProfessionalDevelopmentRequirement|ProfessionalDevelopmentRequirementId
FK_ProfessionalDevelopmentActivityAttachment_ProfessionalDevelopmentActivity|tblProfessionalDevelopmentActivityAttachment|ProfessionalDevelopmentActivityId|tblProfessionalDevelopmentActivity|ProfessionalDevelopmentActivityId
FK_ProfessionalDevelopmentActivityAttachment_StoredFile|tblProfessionalDevelopmentActivityAttachment|StoredFileId|tblStoredFile|StoredFileId
FK_ProfessionalDevelopmentCategory_ProfessionalDevelopmentCategoryGroup|tblProfessionalDevelopmentCategory|ProfessionalDevelopmentCategoryGroupId|tblProfessionalDevelopmentCategoryGroup|ProfessionalDevelopmentCategoryGroupId
FK_ProfessionalDevelopmentCategory_User|tblProfessionalDevelopmentCategory|ModifiedUser|tblUser|UserId
FK_ProfessionalDevelopmentCategoryGroup_User|tblProfessionalDevelopmentCategoryGroup|ModifiedUser|tblUser|UserId
FK_ProfessionalDevelopmentCategoryRequirement_ProfessionalDevelopmentCategory|tblProfessionalDevelopmentCategoryRequirement|ProfessionalDevelopmentCategoryId|tblProfessionalDevelopmentCategory|ProfessionalDevelopmentCategoryId
FK_ProfessionalDevelopmentCategoryRequirement_ProfessionalDevelopmentRequirement|tblProfessionalDevelopmentCategoryRequirement|ProfessionalDevelopmentRequirementId|tblProfessionalDevelopmentRequirement|ProfessionalDevelopmentRequirementId
FK_ProfessionalDevelopmentCategoryRequirement_User|tblProfessionalDevelopmentCategoryRequirement|ModifiedUser|tblUser|UserId
FK_ProfessionalDevelopmentCredentialApplication_CredentialApplication|tblProfessionalDevelopmentCredentialApplication|CredentialApplicationId|tblCredentialApplication|CredentialApplicationId
FK_ProfessionalDevelopmentCredentialApplication_ProfessionalDevelopment|tblProfessionalDevelopmentCredentialApplication|ProfessionalDevelopmentActivityId|tblProfessionalDevelopmentActivity|ProfessionalDevelopmentActivityId
FK_ProfessionalDevelopmentRequirement_User|tblProfessionalDevelopmentRequirement|ModifiedUser|tblUser|UserId
FK_ProfessionalDevelopmentSection_User|tblProfessionalDevelopmentSection|ModifiedUser|tblUser|UserId
FK_ProfessionalDevelopmentSectionCategory_PdPointsLimitType|tblProfessionalDevelopmentSectionCategory|PdPointsLimitTypeId|tblPdPointsLimitType|PdPointsLimitTypeId
FK_ProfessionalDevelopmentSectionCategory_ProfessionalDevelopmentnCategory|tblProfessionalDevelopmentSectionCategory|ProfessionalDevelopmentCategoryId|tblProfessionalDevelopmentCategory|ProfessionalDevelopmentCategoryId
FK_ProfessionalDevelopmentSectionCategory_ProfessionalDevelopmentSection|tblProfessionalDevelopmentSectionCategory|ProfessionalDevelopmentSectionId|tblProfessionalDevelopmentSection|ProfessionalDevelopmentSectionId
FK_ProfessionalDevelopmentSectionCategory_User|tblProfessionalDevelopmentSectionCategory|ModifiedUser|tblUser|UserId
FK_SubSection_Section|tblProfessionalDevelopmentSubSection|ProfessionalDevelopmentSectionId|tblProfessionalDevelopmentSection|ProfessionalDevelopmentSectionId
FK_tblQualification_tblEntity|tblQualification|EntityId|tblEntity|EntityId
FK_Recertification_CertificationPeriod|tblRecertification|CertificationPeriodId|tblCertificationPeriod|CertificationPeriodId
FK_Recertification_CredentialApplication|tblRecertification|CredentialApplicationId|tblCredentialApplication|CredentialApplicationId
FK_RefundMethodType_User|tblRefundMethodType|ModifiedUser|tblUser|UserId
FK_RefundPolicyParameter_CredentialApplicationRefundPolicy|tblRefundPolicyParameter|CredentialApplicationRefundPolicyId|tblCredentialApplicationRefundPolicy|CredentialApplicationRefundPolicyId
FK_RefundPolicyParameter_User|tblRefundPolicyParameter|ModifiedUser|tblUser|UserId
FK_tblRolePlayer_PersonId_tblPerson_PersonId|tblRolePlayer|PersonId|tblPerson|PersonId
FK_RolePlayerRoleType_User|tblRolePlayerRoleType|ModifiedUser|tblUser|UserId
FK_RolePlayerStatusType_User|tblRolePlayerStatusType|ModifiedUser|tblUser|UserId
FK_tblRolePlayerTestLocation_RolePlayerId_tblRolePlayer_RolePlayerId|tblRolePlayerTestLocation|RolePlayerId|tblRolePlayer|RolePlayerId
FK_tblRolePlayerTestLocation_TestLocationId_tblTestLocation_TestLocationId|tblRolePlayerTestLocation|TestLocationId|tblTestLocation|TestLocationId
FK_RubricAssessementCriterionResult_RubricMarkingAssessmentCriterion|tblRubricAssessementCriterionResult|RubricMarkingAssessmentCriterionId|tblRubricMarkingAssessmentCriterion|RubricMarkingAssessmentCriterionId
FK_RubricAssessementCriterionResult_RubricMarkingBand|tblRubricAssessementCriterionResult|RubricMarkingBandId|tblRubricMarkingBand|RubricMarkingBandId
FK_RubricAssessementCriterionResult_RubricTestComponentResult|tblRubricAssessementCriterionResult|RubricTestComponentResultId|tblRubricTestComponentResult|RubricTestComponentResultId
FK_RubricMarkingAssessmentCriterion_RubricMarkingCompetency|tblRubricMarkingAssessmentCriterion|RubricMarkingCompetencyId|tblRubricMarkingCompetency|RubricMarkingCompetencyId
FK_RubricMarkingAssessmentCriterion_User|tblRubricMarkingAssessmentCriterion|ModifiedUser|tblUser|UserId
FK_RubricMarkingBand_RubricMarkingAssessmentCriterion|tblRubricMarkingBand|RubricMarkingAssessmentCriterionId|tblRubricMarkingAssessmentCriterion|RubricMarkingAssessmentCriterionId
FK_RubricMarkingBand_User|tblRubricMarkingBand|ModifiedUser|tblUser|UserId
FK_RubricMarkingCompetency_TestComponentType|tblRubricMarkingCompetency|TestComponentTypeId|tblTestComponentType|TestComponentTypeId
FK_RubricMarkingCompetency_User|tblRubricMarkingCompetency|ModifiedUser|tblUser|UserId
FK_RubricQuestionPassRule_RubricMarkingAssessmentCriterion|tblRubricQuestionPassRule|RubricMarkingAssessmentCriterionId|tblRubricMarkingAssessmentCriterion|RubricMarkingAssessmentCriterionId
FK_RubricQuestionPassRule_TestComponentType|tblRubricQuestionPassRule|TestComponentTypeId|tblTestComponentType|TestComponentTypeId
FK_RubricQuestionPassRule_TestSpecification|tblRubricQuestionPassRule|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_RubricQuestionPassRule_User|tblRubricQuestionPassRule|ModifiedUser|tblUser|UserId
FK_RubricTestBandRule_RubricMarkingAssessmentCriterion|tblRubricTestBandRule|RubricMarkingAssessmentCriterionId|tblRubricMarkingAssessmentCriterion|RubricMarkingAssessmentCriterionId
FK_RubricTestBandRule_TestComponentType|tblRubricTestBandRule|TestComponentTypeId|tblTestComponentType|TestComponentTypeId
FK_RubricTestBandRule_TestResultEligibilityType|tblRubricTestBandRule|TestResultEligibilityTypeId|tblTestResultEligibilityType|TestResultEligibilityTypeId
FK_RubricTestBandRule_TestSpecification|tblRubricTestBandRule|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_RubricTestBandRule_User|tblRubricTestBandRule|ModifiedUser|tblUser|UserId
FK_RubricTestComponentResult_MarkingResultType]|tblRubricTestComponentResult|MarkingResultTypeId|tblMarkingResultType|MarkingResultTypeId
FK_RubricTestComponentResult_TestComponent|tblRubricTestComponentResult|TestComponentId|tblTestComponent|TestComponentId
FK_RubricTestQuestionRule_TestComponentType|tblRubricTestQuestionRule|TestComponentTypeId|tblTestComponentType|TestComponentTypeId
FK_RubricTestQuestionRule_TestResultEligibilityType|tblRubricTestQuestionRule|TestResultEligibilityTypeId|tblTestResultEligibilityType|TestResultEligibilityTypeId
FK_RubricTestQuestionRule_TestSpecification|tblRubricTestQuestionRule|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_RubricTestQuestionRule_User|tblRubricTestQuestionRule|ModifiedUser|tblUser|UserId
FK_SecurityNoun_User|tblSecurityNoun|ModifiedUser|tblUser|UserId
FK_SecurityRole_User|tblSecurityRole|ModifiedUser|tblUser|UserId
FK_SecurityRule_SecurityNoun|tblSecurityRule|SecurityNounId|tblSecurityNoun|SecurityNounId
FK_SecurityRule_SecurityRole|tblSecurityRule|SecurityRoleId|tblSecurityRole|SecurityRoleId
FK_SecurityRule_User|tblSecurityRule|ModifiedUser|tblUser|UserId
FK_tblService_tblEntity|tblService|EntityId|tblEntity|EntityId
FK_ServiceOption_User|tblServiceOption|ModifiedUser|tblUser|UserId
FK_Skill_DirectionType|tblSkill|DirectionTypeId|tblDirectionType|DirectionTypeId
FK_Skill_Language1|tblSkill|Language1Id|tblLanguage|LanguageId
FK_Skill_Language2|tblSkill|Language2Id|tblLanguage|LanguageId
FK_Skill_SkillType|tblSkill|SkillTypeId|tblSkillType|SkillTypeId
FK_Skill_User|tblSkill|ModifiedUser|tblUser|UserId
FK_SkillApplicationType_User|tblSkillApplicationType|ModifiedUser|tblUser|UserId
FK_tblSkillApplicationType_CredentialApplicationTypeId_tblCredentialApplicationType_CredentialApplicationTypeId|tblSkillApplicationType|CredentialApplicationTypeId|tblCredentialApplicationType|CredentialApplicationTypeId
FK_tblSkillApplicationType_SkillId_tblSkill_SkillId|tblSkillApplicationType|SkillId|tblSkill|SkillId
FK_SkillType_User|tblSkillType|ModifiedUser|tblUser|UserId
FK_tblStoredFile_tblPerson|tblStoredFile|UploadedByPersonId|tblPerson|PersonId
FK_tblStoredFile_tblStoredFileStatusType1|tblStoredFile|StoredFileStatusTypeId|tblStoredFileStatusType|StoredFileStatusTypeId
FK_tblStoredFile_tblUser|tblStoredFile|UploadedByUserId|tblUser|UserId
FK_tblStoredFile_tluDocumentType|tblStoredFile|DocumentTypeId|tluDocumentType|DocumentTypeId
FK_StoredFileDeletePolicyDocumentType_User|tblStoredFileDeletePolicyDocumentType|ModifiedUser|tblUser|UserId
FK_tblStoredFileDeletePolicyDocumentType_tblStoredFileDeletePolicy|tblStoredFileDeletePolicyDocumentType|StoredFileDeletePolicyId|tblStoredFileDeletePolicy|StoredFileDeletePolicyId
FK_tblStoredFileDeletePolicyDocumentType_tluDocumentType|tblStoredFileDeletePolicyDocumentType|DocumentTypeId|tluDocumentType|DocumentTypeId
FK_tblStoredFileStatusType_tblUser|tblStoredFileStatusType|ModifiedUser|tblUser|UserId
FK__tblSubmit__Submi__06150899|tblSubmitTestDraftAttachment|SubmitTestDraftID|tblSubmitTestDraft|SubmitTestDraftID
FK__tblSubmit__Submi__07092CD2|tblSubmitTestDraftComponent|SubmitTestDraftID|tblSubmitTestDraft|SubmitTestDraftID
FK_tblSuburb_tluState|tblSuburb|StateId|tluState|StateId
FK_SystemActionEmailTemplate_EmailTemplate|tblSystemActionEmailTemplate|EmailTemplateId|tblEmailTemplate|EmailTemplateId
FK_SystemActionEmailTemplate_SystemActionEventType|tblSystemActionEmailTemplate|SystemActionEventTypeId|tblSystemActionEventType|SystemActionEventTypeId
FK_SystemActionEmailTemplate_User|tblSystemActionEmailTemplate|ModifiedUser|tblUser|UserId
FK_SystemActionType|tblSystemActionEmailTemplate|SystemActionTypeId|tblSystemActionType|SystemActionTypeId
FK_SystemActionEmailTemplateDetail_EmailTemplateDetailType|tblSystemActionEmailTemplateDetail|EmailTemplateDetailTypeId|tblEmailTemplateDetailType|EmailTemplateDetailTypeId
FK_SystemActionEmailTemplateDetail_SystemActionActionEmailTemplate|tblSystemActionEmailTemplateDetail|SystemActionEmailTemplateId|tblSystemActionEmailTemplate|SystemActionEmailTemplateId
FK_SystemActionEmailTemplateDetail_User|tblSystemActionEmailTemplateDetail|ModifiedUser|tblUser|UserId
FK_CredentialWorkFlowActionEventType_User|tblSystemActionEventType|ModifiedUser|tblUser|UserId
FK_SystemActionType_User|tblSystemActionType|ModifiedUser|tblUser|UserId
FK_SystemValue_User|tblSystemValue|ModifiedUser|tblUser|UserId
FK_TestComponent_TestComponentType|tblTestComponent|TypeId|tblTestComponentType|TestComponentTypeId
FK_TestComponent_TestSpecification|tblTestComponent|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_TestComponent_User|tblTestComponent|ModifiedUser|tblUser|UserId
FK_TestComponentBaseType_User|tblTestComponentBaseType|ModifiedUser|tblUser|UserId
FK_TestComponentResult_MarkingResultType]|tblTestComponentResult|MarkingResultTypeId|tblMarkingResultType|MarkingResultTypeId
FK_TestComponentResult_TestResult|tblTestComponentResult|TestResultId|tblTestResult|TestResultId
FK_tblTestComponentType_TestComponentBaseTypeId_tblTestComponentBaseType_TestComponentBaseTypeId|tblTestComponentType|TestComponentBaseTypeId|tblTestComponentBaseType|TestComponentBaseTypeId
FK_TestComponentType_TestSpecification|tblTestComponentType|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_TestComponentType_User|tblTestComponentType|ModifiedUser|tblUser|UserId
FK_TestComponentTypeStandardMarkingScheme_TestComponentType|tblTestComponentTypeStandardMarkingScheme|TestComponentTypeId|tblTestComponentType|TestComponentTypeId
FK_TestComponentTypeStandardMarkingScheme_User|tblTestComponentTypeStandardMarkingScheme|ModifiedUser|tblUser|UserId
FK_TestLocation_Country|tblTestLocation|CountryId|tblCountry|CountryId
FK_TestLocation_Office|tblTestLocation|OfficeId|tblOffice|OfficeId
FK_TestLocation_User|tblTestLocation|ModifiedUser|tblUser|UserId
FK_TestMaterial_Language|tblTestMaterial|LanguageId|tblLanguage|LanguageId
FK_TestMaterial_Skill|tblTestMaterial|SkillId|tblSkill|SkillId
FK_TestMaterial_TestComponentType|tblTestMaterial|TestComponentTypeId|tblTestComponentType|TestComponentTypeId
FK_TestMaterial_TestMaterialDomain|tblTestMaterial|TestMaterialDomainId|tblTestMaterialDomain|TestMaterialDomainId
FK_TestMaterial_TestMaterialType|tblTestMaterial|TestMaterialTypeId|tblTestMaterialType|TestMaterialTypeId
FK_TestMaterialAttachment_StoredFile|tblTestMaterialAttachment|StoredFileId|tblStoredFile|StoredFileId
FK_TestMaterialAttachment_TestMaterial|tblTestMaterialAttachment|TestMaterialId|tblTestMaterial|TestMaterialId
FK_TestMaterialDomain_User|tblTestMaterialDomain|ModifiedUser|tblUser|UserId
FK_TestMaterialLink_FromTestMaterial|tblTestMaterialLink|FromTestMaterialId|tblTestMaterial|TestMaterialId
FK_TestMaterialLink_TestMaterialLinkType|tblTestMaterialLink|TestMaterialLinkTypeId|tblTestMaterialLinkType|TestMaterialLinkTypeId
FK_TestMaterialLink_ToTestMaterial|tblTestMaterialLink|ToTestMaterialId|tblTestMaterial|TestMaterialId
FK_TestMaterialLinkType_User|tblTestMaterialLinkType|ModifiedUser|tblUser|UserId
FK_TestMaterialType_User|tblTestMaterialType|ModifiedUser|tblUser|UserId
FK_TestResult_Job|tblTestResult|CurrentJobId|tblJob|JobId
FK_TestResult_ResultType|tblTestResult|ResultTypeId|tluResultType|ResultTypeId
FK_TestResult_TestSitting|tblTestResult|TestSittingId|tblTestSitting|TestSittingId
FK_TestResultEligibilityType_User|tblTestResultEligibilityType|ModifiedUser|tblUser|UserId
FK_TestResultRubricTestComponentResult_RubricTestComponentResult|tblTestResultRubricTestComponentResult|RubricTestComponentResultId|tblRubricTestComponentResult|RubricTestComponentResultId
FK_TestResultRubricTestComponentResult_TestResult|tblTestResultRubricTestComponentResult|TestResultId|tblTestResult|TestResultId
FK_TestResultRubricTestComponentResult_User|tblTestResultRubricTestComponentResult|ModifiedUserId|tblUser|UserId
FK_TestSession_CredentialType|tblTestSession|CredentialTypeId|tblCredentialType|CredentialTypeId
FK_TestSession_TestSpecification|tblTestSession|DefaultTestSpecificationId|tblTestSpecification|TestSpecificationId
FK_TestSession_Venue|tblTestSession|VenueId|tblVenue|VenueId
FK_tblTestSessionRolePlayer_RolePlayerId_tblRolePlayer_RolePlayerId|tblTestSessionRolePlayer|RolePlayerId|tblRolePlayer|RolePlayerId
FK_tblTestSessionRolePlayer_RolePlayerStatusTypeId_tblRolePlayerStatusType_RolePlayerStatusTypeId|tblTestSessionRolePlayer|RolePlayerStatusTypeId|tblRolePlayerStatusType|RolePlayerStatusTypeId
FK_tblTestSessionRolePlayer_StatusChangeUserId_tblUser_UserId|tblTestSessionRolePlayer|StatusChangeUserId|tblUser|UserId
FK_tblTestSessionRolePlayer_TestSessionId_tblTestSession_TestSessionId|tblTestSessionRolePlayer|TestSessionId|tblTestSession|TestSessionId
FK_tblTestSessionRolePlayerDetail_LanguageId_tblLanguage_LanguageId|tblTestSessionRolePlayerDetail|LanguageId|tblLanguage|LanguageId
FK_tblTestSessionRolePlayerDetail_RolePlayerRoleTypeId_tblRolePlayerRoleType_RolePlayerRoleTypeId|tblTestSessionRolePlayerDetail|RolePlayerRoleTypeId|tblRolePlayerRoleType|RolePlayerRoleTypeId
FK_tblTestSessionRolePlayerDetail_SkillId_tblSkill_SkillId|tblTestSessionRolePlayerDetail|SkillId|tblSkill|SkillId
FK_tblTestSessionRolePlayerDetail_TestComponentId_tblTestComponent_TestComponentId|tblTestSessionRolePlayerDetail|TestComponentId|tblTestComponent|TestComponentId
FK_tblTestSessionRolePlayerDetail_TestSessionRolePlayerId_tblTestSessionRolePlayer_TestSessionRolePlayerId|tblTestSessionRolePlayerDetail|TestSessionRolePlayerId|tblTestSessionRolePlayer|TestSessionRolePlayerId
FK_TestSessionSkill_Skill|tblTestSessionSkill|SkillId|tblSkill|SkillId
FK_TestSessionSkill_TestSession|tblTestSessionSkill|TestSessionId|tblTestSession|TestSessionId
FK_TestSitting_CredentialRequest|tblTestSitting|CredentialRequestId|tblCredentialRequest|CredentialRequestId
FK_TestSitting_TestSession|tblTestSitting|TestSessionId|tblTestSession|TestSessionId
FK_TestSitting_TestSpecification|tblTestSitting|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_tblTestAttendanceDocument_tblStoredFile|tblTestSittingDocument|StoredFileId|tblStoredFile|StoredFileId
FK_TestSittingDocument_TestSitting|tblTestSittingDocument|TestSittingId|tblTestSitting|TestSittingId
FK_tblTestNote_tblNote|tblTestSittingNote|NoteId|tblNote|NoteId
FK_tblTestSittingNote_TestSitting|tblTestSittingNote|TestSittingId|tblTestSitting|TestSittingId
FK_TestSittingTestMaterial_TestComponent|tblTestSittingTestMaterial|TestComponentId|tblTestComponent|TestComponentId
FK_TestSittingTestMaterial_TestMaterial|tblTestSittingTestMaterial|TestMaterialId|tblTestMaterial|TestMaterialId
FK_TestSittingTestMaterial_TestSitting|tblTestSittingTestMaterial|TestSittingId|tblTestSitting|TestSittingId
FK_TestSpecification_CredentialType|tblTestSpecification|CredentialTypeId|tblCredentialType|CredentialTypeId
FK_TestSpecification_User|tblTestSpecification|ModifiedUser|tblUser|UserId
FK_TestSpecificationAttachment_StoredFile|tblTestSpecificationAttachment|StoredFileId|tblStoredFile|StoredFileId
FK_TestSpecificationAttachment_TestSpecification|tblTestSpecificationAttachment|TestSpecificationId|tblTestSpecification|TestSpecificationId
FK_TestSpecificationStandardMarkingScheme_TestSpecification|tblTestSpecificationStandardMarkingScheme|TestSpecificationId|tblTestSpecification|TestSpecificationId
